Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
-0.4577138357286324,-0.0093800078969647,-0.0078314277539366,-0.0443492489653994,-0.0064793374976052,-0.2341234341535029,0.2910583917649735,-0.1184256112543101,-0.2414827107407774,-0.3545043253453566,3.0000325022332675,-0.1586940832401574,-0.4238744904245836,0.0294992057827727,-0.2228463141392604,-0.3075226530040768,-0.3891023700303936,-0.3995413405591423,-0.0549251542859595,-0.4495925639310933,-0.2945941456126485,-0.3649156834718758,-0.392660793987566,-0.1153615805942478,-0.343193686285382,-0.20707816419974,-0.2441985157183175,-0.2775003252031752,-0.1121213708566789,-0.213856659109136,0.0,-0.0119341280999034,0.0,0.001729205983965,0.0020330866859806,-0.2324504428465077,0.0225029048631751,0.874362270636625,-0.3820250434879102,-0.2199155233139524,-0.3294556440159751,-0.3187461188302226,-0.2057012366694365,-0.213856659109136,-0.0147323571048906,-0.6767550929172217,-0.6914571081737982,-0.3131820516373687,-0.0119341280999034,-0.0147630242861197,0.4409562630912236,-0.1800563704951607,-0.1184256112543101,-0.1586940832401663,0.001729205983965,0.0,0.0,0.0,0.0,0.0,0.0,-0.0093800078969647,-0.0444137941518578,-0.0078314277539366,-0.0064792669897833,-0.4927622920064864,-0.2226839934212193,-0.0070154418992957,0.0032017570851526,-0.127896350824828,-0.0986307232228163,-0.1467645908445207,-0.1049980205789042,-0.3770641607441168,-0.1184523011373207,-0.382833950757336,-0.3628223997068426,BENIGN
2.9148087339162023,0.0183196208688204,0.0153023902720652,0.2721018572902898,-0.0043346954610671,0.6322069716590338,-0.277183179443247,0.5202970023833796,0.7160437103025705,0.3881351263939054,-0.5688562597403247,-0.1996925509800235,0.089237667331772,-0.0571043933157486,-0.2854423648574191,0.2835734375444306,0.1249106427453437,-0.0227457447214071,-0.0549248197028415,2.9292188516131845,0.3166320396561995,0.0927743421797788,-0.0162312425659989,-0.1125917910836819,3.5548249431919974,0.3744791500118273,0.4967741703340556,0.2740844444764313,-0.1121213708566789,-0.213856659109136,0.0,-0.0119341280999034,0.0,0.0019511018064027,0.003886673100144,-0.2645746049875587,-0.1884986324387479,-0.6170528144742706,0.332277630742716,-0.0127513064904457,0.0762528174122894,-0.2414658636368051,-0.2057012366694365,-0.213856659109136,-0.0147323571048906,1.4776394155962655,-0.6914571081737982,-0.3131820516373687,-0.0119341280999034,-0.0147630242861197,0.4409562630912236,-0.0605564469999774,0.5202970023833796,-0.1996925509800315,0.0019511018064027,0.0,0.0,0.0,0.0,0.0,0.0,0.0183196208688204,0.2725067391047217,0.0153023902720652,-0.0043346383228215,0.0866931192742248,-0.0828397569752372,0.021998774076584,0.0032017570851526,0.0900298859102486,0.8916625678445573,1.1647463404095688,-0.0654460925576193,0.0116018847906673,-0.1121565724929631,-0.0053352059903746,0.0262542719593274,BENIGN
-0.4577195469504833,-0.0093800078969647,-0.0078314277539366,-0.0508282128255627,-0.006706571473856,-0.2794471474620811,-0.2464674188373972,-0.291275803133801,-0.2414827107407774,-0.4640050384562497,-0.4796340406909848,-0.5128734629400754,-0.4238744904245836,-0.0443402732449598,0.0340642625067823,-0.3075370010133671,-0.3891156893589749,-0.3995487574943819,-0.0549258234521955,-0.4495912569072725,-0.2945894168043355,-0.3649156834718758,-0.3926591053269209,-0.1153562127851188,-0.3431937911776246,-0.2070785084822737,-0.2441985157183175,-0.2775004901560354,-0.1121217445398593,-0.213856659109136,0.0,-0.0119341280999034,0.0,0.0017337344701372,0.0020330866859806,-0.1006046117711931,0.8885093554976933,-0.5364357828466546,-0.4873475550001764,-0.5677976030451762,-0.4861282968895107,-0.3254512801858714,-0.2057012366694365,-0.213856659109136,-0.0147323571048906,1.4776394155962655,-0.6914571081737982,-0.3131820516373687,-0.0119341280999034,-0.0147630242861197,0.4409562630912236,-0.5787901012898423,-0.291275803133801,-0.5128734629400767,0.0017337344701372,0.0,0.0,0.0,0.0,0.0,0.0,-0.0093800078969647,-0.0509023689772338,-0.0078314277539366,-0.0067064995494704,-0.420268480635471,-0.2225599080295192,-0.0070154418992957,0.0032165450283097,-0.127896350824828,-0.0986307232228163,-0.1467645908445207,-0.1049980205789042,-0.3770641607441168,-0.1184523011373207,-0.382833950757336,-0.3628223997068426,BENIGN
-0.3005300518023034,0.0008251184904298,-0.0012217654607932,0.1578869800982686,-0.0048042152367819,0.822566567555062,-0.277183179443247,0.9384298476660052,0.9275870254176476,0.2163968284806671,-0.5688562597403247,0.221594673809434,0.1572607440823363,-0.057063437466621,-0.285431793850663,-0.2334962612904631,-0.2438417940702193,-0.2119312061029586,-0.0549251542859595,-0.4368494592628736,-0.2888313570908831,-0.3611500508572696,-0.3879617767732565,-0.1152959740382267,-0.1554209431620999,-0.119033267182407,0.0284557315348095,-0.0026152360789931,-0.1121214954177391,-0.213856659109136,0.0,-0.0119341280999034,0.0,0.0018152472212368,0.0024669047829124,-0.2645687832494649,-0.1884656050050775,-0.6170528144742706,0.1670923242256146,0.4650215905175691,0.1585794735631678,-0.2152330131063523,-0.2057012366694365,-0.213856659109136,-0.0147323571048906,1.4776394155962655,-0.6914571081737982,-0.3131820516373687,-0.0119341280999034,-0.0147630242861197,-0.953763583747848,0.4220352469426284,0.9384298476660052,0.2215946738094169,0.0018152472212368,0.0,0.0,0.0,0.0,0.0,0.0,0.0008251184904298,0.1581224343259503,-0.0012217654607932,-0.0048041551715768,0.0866931192742248,-0.2200782001955178,0.0036740060918178,0.0032017570851526,-0.127896350824828,-0.0986307232228163,-0.1467645908445207,-0.1049980205789042,-0.3770641607441168,-0.1184523011373207,-0.382833950757336,-0.3628223997068426,BENIGN
-0.4577160100516721,-0.0093800078969647,-0.0078314277539366,-0.0424981164339242,-0.0065424580465637,-0.2211738017796234,0.4446371947942223,-0.0690398421458842,-0.2414827107407774,-0.3849211900983824,2.033458462532086,-0.2570772442679124,-0.4238744904245836,0.0429251229242852,-0.1952297696297119,-0.3075281154441617,-0.3891073457857907,-0.3995441266160344,-0.0549251542859595,-0.4495925639310933,-0.2945941456126485,-0.3649156834718758,-0.392660793987566,-0.1153615805942478,-0.3431937212494629,-0.2070782789605845,-0.2441985157183175,-0.2775003801874619,-0.1121214954177391,-0.213856659109136,0.0,-0.0119341280999034,0.0,0.001729205983965,0.0020330866859806,-0.2182777049686871,0.1155940729740094,1.2774474287747049,-0.4112812966857619,-0.2806279281536076,-0.3885031262793756,-0.3227869905961533,-0.2057012366694365,-0.213856659109136,-0.0147323571048906,-0.6767550929172217,-0.6914571081737982,-0.3131820516373687,-0.0119341280999034,-0.0147630242861197,0.4409562630912236,-0.2496434090282639,-0.0690398421458842,-0.2570772442679193,0.001729205983965,0.0,0.0,0.0,0.0,0.0,0.0,-0.0093800078969647,-0.0425599156303218,-0.0078314277539366,-0.0065423871452519,-0.4927622920064864,-0.2226839934212193,-0.0070154418992957,0.0032017570851526,-0.127896350824828,-0.0986307232228163,-0.1467645908445207,-0.1049980205789042,-0.3770641607441168,-0.1184523011373207,-0.382833950757336,-0.3628223997068426,BENIGN
-0.4577155172051164,-0.0108378830951639,-0.0089330381361272,-0.0506430995724152,-0.0067094847299618,-0.2742672945125293,-0.1850358976256977,-0.2715214954904306,-0.2414827107407774,-0.4640050384562497,-0.4796340406909848,-0.5128734629400754,-0.4238744904245836,-0.0546493601009125,-0.2444374307383887,-0.3074996379231867,-0.3891182448223848,-0.3995432606794328,-0.0548635909922471,-0.4495926510660147,-0.294594460866536,-0.3649156834718758,-0.3926609065649423,-0.1153619384481898,-0.3431938261417054,-0.2070786232431182,-0.2441985157183175,-0.2775005451403222,-0.1121218691009194,-0.213856659109136,0.0,-0.0119341280999034,0.0,0.0017178847685345,0.0019673566712939,-0.2435309470114698,-0.0502774629715755,-0.3752017195914227,-0.4873475550001764,-0.5605121144644176,-0.4892774959414505,-0.3254538845745222,-0.2057012366694365,-0.213856659109136,-0.0147323571048906,-0.6767550929172217,1.4462213030698192,3.193031001527168,-0.0119341280999034,-0.0147630242861197,0.4409562630912236,-0.5662644343538837,-0.2715214954904306,-0.5128734629400767,0.0017178847685345,0.0,0.0,0.0,0.0,0.0,0.0,-0.0108378830951639,-0.0507169811250802,-0.0089330381361272,-0.0067094127874151,-0.4750101489292915,-0.1921589870630014,-0.0085425058980262,0.0032017570851526,-0.127896350824828,-0.0986307232228163,-0.1467645908445207,-0.1049980205789042,-0.3770641607441168,-0.1184523011373207,-0.382833950757336,-0.3628223997068426,BENIGN
-0.4577158361058289,-0.0093800078969647,-0.0100346485183177,-0.0500877598129726,-0.0067123979860675,-0.2742672945125293,-0.1850358976256977,-0.2715214954904306,-0.2414827107407774,-0.4668127490488367,-0.5688562597403247,-0.5219549854964836,-0.4238744904245836,-0.054495747879424,-0.2418745317506681,-0.3075020413968241,-0.3891182448223848,-0.3995436748230249,-0.0548672714065451,-0.4495875391506267,-0.2945759659718008,-0.3649156834718758,-0.3926543020255302,-0.115340944350263,-0.3431938261417054,-0.2070786232431182,-0.2441985157183175,-0.2775005451403222,-0.1121218691009194,-0.213856659109136,0.0,-0.0119341280999034,0.0,0.001729205983965,0.0019016266566073,-0.219856032602018,-0.1885037429822345,-0.3752017195914227,-0.4873475550001764,-0.5605121144644176,-0.4892774959414505,-0.3254538845745222,-0.2057012366694365,-0.213856659109136,-0.0147323571048906,-0.6767550929172217,1.4462213030698192,-0.3131820516373687,-0.0119341280999034,-0.0147630242861197,-0.953763583747848,-0.5662644343538837,-0.2715214954904306,-0.5219549854964848,0.001729205983965,0.0,0.0,0.0,0.0,0.0,0.0,-0.0093800078969647,-0.0501608175686194,-0.0100346485183177,-0.0067123260253598,1.835738929230528,-0.2226839934212193,-0.0070154418992957,0.0032017570851526,-0.127896350824828,-0.0986307232228163,-0.1467645908445207,-0.1049980205789042,-0.3770641607441168,-0.1184523011373207,-0.382833950757336,-0.3628223997068426,BENIGN
-0.4577209095262549,-0.0093800078969647,-0.0100346485183177,-0.0508282128255627,-0.0067123979860675,-0.2794471474620811,-0.2464674188373972,-0.291275803133801,-0.2414827107407774,-0.4668127490488367,-0.5688562597403247,-0.5219549854964836,-0.4238744904245836,0.0960954331467426,7.382750046397568,-0.307540278477418,-0.3891182448223848,-0.3995502634710804,-0.0549258234521955,-0.4495926220210409,-0.2945943557819069,-0.3649156834718758,-0.3926608690391502,-0.1153618191635425,-0.3431938261417054,-0.2070786232431182,-0.2441985157183175,-0.2775005451403222,-0.1121218691009194,-0.213856659109136,0.0,-0.0119341280999034,0.0,0.0017337344701372,0.0019016266566073,7.606018457635227,-0.1885037429822345,-0.5364357828466546,-0.4891479398123519,-0.5726545954323486,-0.4892774959414505,-0.3254538845745222,-0.2057012366694365,-0.213856659109136,-0.0147323571048906,1.4776394155962655,-0.6914571081737982,-0.3131820516373687,-0.0119341280999034,-0.0147630242861197,-0.953763583747848,-0.5829653236018285,-0.291275803133801,-0.5219549854964848,0.0017337344701372,0.0,0.0,0.0,0.0,0.0,0.0,-0.0093800078969647,-0.0509023689772338,-0.0100346485183177,-0.0067123260253598,-0.420268480635471,-0.2226839934212193,-0.0070154418992957,0.0032165450283097,-0.127896350824828,-0.0986307232228163,-0.1467645908445207,-0.1049980205789042,-0.3770641607441168,-0.1184523011373207,-0.382833950757336,-0.3628223997068426,BENIGN
-0.4550828468686444,-0.0108378830951639,-0.0089330381361272,-0.0465706080031697,-0.0066405376687916,-0.2172889120674596,0.490710835702997,-0.0542241114133564,-0.2414827107407774,-0.3975558877650239,1.6319584768100568,-0.2979440957717491,-0.4238744904245836,-0.0570238174212639,-0.2853595463956621,-0.2876578705589499,-0.3891182448223848,-0.3961243170798761,-0.0244800980464678,-0.4495926510660147,-0.294594460866536,-0.3649156834718758,-0.3926609065649423,-0.1153619384481898,-0.3431938261417054,-0.2070786232431182,-0.2441985157183175,-0.2775005451403222,-0.1121218691009194,-0.213856659109136,0.0,-0.0119341280999034,0.0,0.0017246774977928,0.0020067946801059,-0.2645320689425283,-0.1882196862070577,1.3983729762161288,-0.4234338941679465,-0.327781229235621,-0.4079485878316441,-0.3237169020329106,-0.2057012366694365,-0.213856659109136,-0.0147323571048906,-0.6767550929172217,-0.6914571081737982,-0.3131820516373687,-0.0119341280999034,-0.0147630242861197,0.4409562630912236,-0.2461640571016088,-0.0542241114133564,-0.297944095771755,0.0017246774977928,0.0,0.0,0.0,0.0,0.0,0.0,-0.0108378830951639,-0.046638448377701,-0.0089330381361272,-0.006640466156057,-0.4927622920064864,-0.2226839934212193,-0.0085425058980262,0.003246120914624,-0.127896350824828,-0.0986307232228163,-0.1467645908445207,-0.1049980205789042,-0.3770641607441168,-0.1184523011373207,-0.382833950757336,-0.3628223997068426,BENIGN
-0.4407217910830946,-0.0006327567077693,-0.0034249862251743,0.0183115872250368,-0.0048056718648348,0.2812719343269,-0.277183179443247,0.1624559505498624,0.2647822708138972,0.8963307436521529,-0.5688562597403247,0.4686877666983726,0.803269723908484,-0.0568015917783224,-0.2853522716932133,-0.2976852466124695,-0.3783809060839257,-0.3867740842536467,-0.0549248197028415,-0.4339116472983563,-0.2864896286957123,-0.3538186154930498,-0.3799266415884266,-0.1153366501029598,-0.3237971876119278,-0.1943457009694933,-0.2208224630595673,-0.2562836484444737,-0.1121213708566789,-0.213856659109136,0.0,-0.0119341280999034,0.0,0.0018560035967866,0.0025589268034737,-0.2645216241837769,-0.1882392469623759,-0.6170528144742706,0.821082107248362,0.3679829303178951,0.5878189361662095,-0.0207943708118307,-0.2057012366694365,-0.213856659109136,-0.0147323571048906,1.4776394155962655,-0.6914571081737982,-0.3131820516373687,-0.0119341280999034,-0.0147630242861197,-0.953763583747848,0.3387647066773555,0.1624559505498624,0.4686877666983501,0.0018560035967866,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006327567077693,0.0183399938021358,-0.0034249862251743,-0.0048056117905491,1.5724979868667044,-0.1924071578464015,-0.0039613139018347,0.003246120914624,-0.127896350824828,-0.0986307232228163,-0.1467645908445207,-0.1049980205789042,-0.3770641607441168,-0.1184523011373207,-0.382833950757336,-0.3628223997068426,BENIGN
